0.053538106,0.090273865,604.06091,94.197777,134.48953,-11.179766,-0.88669342,-9.0410442
0.054263309,0.18561547,604.08057,94.213707,134.57634,-9.8397465,-0.69205189,-8.0266123
0.044375647,0.16396309,604.10431,94.237823,134.75511,11.45083,-2.2408352,22.075594
0.028868144,0.11641195,604.06519,94.166519,134.89091,9.8070946,-4.2113142,46.395985
0.029099658,0.13124478,604.01489,94.102402,135.02028,-13.603139,8.1101217,61.453182
0.024822552,0.076840259,604.04694,93.991493,135.08159,-15.818772,4.7846284,33.47377
0.023827251,0.11648617,604.0672,93.945297,135.14079,-16.811586,3.9699509,26.39924
0.021449158,0.13559417,604.10089,93.892548,135.23936,-17.818672,3.533875,22.265474
0.019840403,0.13408454,604.14203,93.847572,135.36104,-18.491982,4.5947371,27.688583
0.019580673,0.10361167,604.18048,93.798622,135.49104,-25.90797,13.415356,54.160683
0.031226104,0.257357,604.22186,93.722672,135.54692,-18.973089,4.5623817,26.817019
0.037302539,0.097464971,604.29327,93.592239,135.74678,6.8050032,-2.2750227,36.93523
0.019580673,0.2280798,604.31567,93.550156,135.83931,1.4990579,-0.56132007,41.054832
0.019580673,0.079334602,604.30347,93.406952,136.01852,-21.569521,6.550375,33.442513
0.020991359,0.23810679,604.32642,93.379478,136.0928,-18.015812,6.1772518,37.595043
0.040504135,0.21721658,604.14191,94.193657,134.71207,-83.735336,-112.16962,-117.85476
0.033270203,0.16921258,604.36078,94.211082,134.69333,-70.647881,-17.071293,-23.915714
0.031479347,0.15976994,604.5202,94.232292,134.74577,-65.891655,-14.173187,-21.718403
0.030219808,0.23444293,604.66614,94.256729,134.80603,-64.185204,-14.182347,-22.439957
0.029850677,0.2038978,604.8764,94.293564,134.90355,-64.961578,-19.429937,-30.105085
0.02581415,0.17732045,605.0611,94.335403,134.97896,-66.837318,-17.341352,-26.026436
0.026122572,0.10734566,605.22412,94.368484,135.04066,-68.20697,-13.661672,-20.064114
0.021732295,0.26397222,605.32141,94.373466,135.08092,-45.711533,-1.068657,-2.5349841
0.017342018,0.14083897,605.49982,94.416885,135.26068,-14.915488,-1.5244439,-11.606495
0.017199095,0.081479311,605.53815,94.442352,135.39394,-11.237062,-1.063826,-10.782102
0.015709098,0.11127477,605.55786,94.456444,135.47197,-8.9121742,-0.69326335,-8.8782101
0.016404185,0.11136477,605.5722,94.474289,135.58174,-24.983446,-3.4907517,-15.663129
0.017751291,0.050478559,605.60999,94.491806,135.69542,-44.580639,-12.979489,-31.018156
0.032618392,0.14693995,605.63733,94.509979,135.74767,-65.409744,-21.864906,-33.484348
0.030065341,0.24067381,605.76068,94.541107,135.8029,-16.854078,-2.9738169,-19.875853
0.01613879,0.074849017,605.82898,94.648048,136.00923,-4.6521096,-0.82081383,-20.002016
0.035174843,0.12905644,605.80853,94.678223,136.08627,-17.036224,-3.0652084,-20.256742
0.032632694,0.14654212,605.83234,94.704353,136.20097,-11.651084,1.4012939,13.670046
0.018136121,0.14046414,605.87683,94.667969,136.33527,-20.384232,-1.8951348,-10.51241
0.025561647,0.10889083,605.93097,94.71994,136.46367,0.68681866,0.013676061,-2.2814395
0.012635255,0.083219193,605.92871,94.70356,136.57364,-12.7842,-0.29797831,-2.6593757
0.012156934,0.064795725,605.95557,94.704659,136.65239,-15.605115,-0.12355117,-0.90162808
0.011499008,0.13243911,605.97302,94.70462,136.71478,-14.711247,-0.078066014,-0.60473615
0.0077049625,0.051081181,606.00574,94.707146,136.84309,-13.710067,0.00055172655,0.0045894198
0.010829969,0.092414074,606.02472,94.707977,136.89127,-11.405473,-0.43929675,-4.3969221
0.0097805997,0.07041797,606.04315,94.71228,136.98143,-16.490267,0.37583247,2.5931892
0.0092630275,0.068972394,606.06323,94.708183,137.04886,-11.595214,-0.0071020853,-0.069947772
0.010582107,0.12737483,606.07935,94.710503,137.11618,-8.7860575,0.21411507,2.7865608
0.010877731,0.11991594,606.09821,94.704704,137.24211,-17.588533,0.33386996,2.1578486
0.011880077,0.062973149,606.13409,94.701714,137.3567,-4.0944815,0.51236016,14.259273
0.011140611,0.063460819,606.13629,94.685638,137.41794,-10.492367,0.56443614,6.1413717
0.012924626,0.12079951,606.16986,94.68409,137.47723,-7.7624393,0.1980976,2.9192755
0.024213783,0.072766043,604.08777,94.272026,134.78316,15.19695,13.147037,-81.642616
0.024213783,0.11610357,604.06866,94.341499,134.79337,-6.9424696,-5.577682,-77.533516
0.022986153,0.098788783,604.07861,94.458733,134.81137,-18.461075,-11.833637,-65.052795
0.022841418,0.12748483,604.10828,94.54731,134.84808,-27.278816,-12.439514,-48.37281
0.024226926,0.10944678,604.16351,94.635338,134.92319,-33.572498,-13.404582,-42.567947
0.023807429,0.11843043,604.22467,94.696899,134.98991,-33.376278,-13.297064,-42.493675
0.02265542,0.12572251,604.29004,94.762634,135.06383,-30.657095,-13.827061,-47.725357
0.02391007,0.10345253,604.35254,94.842224,135.13895,-33.123524,-17.3582,-54.342793
0.025048861,0.11095098,604.40771,94.911263,135.19504,-36.99062,-24.523262,-66.025116
0.022502128,0.081987567,604.48657,94.996208,135.21974,-19.3568,-9.0633516,-49.851719
0.018652463,0.097348817,604.51831,95.059235,135.26508,-16.340525,-5.4113264,-36.438637
0.018644661,0.083065674,604.54266,95.117699,135.33948,-13.990902,-3.5286608,-28.184185
0.028249204,0.060917672,604.58203,95.137482,135.42989,-31.871584,-24.020111,-73.376846
0.022200879,0.40335202,604.57635,95.204659,135.52431,-53.017632,-34.875256,-64.401276
0.018644661,0.16031861,604.91956,95.406525,135.70441,-59.525597,-73.254517,-104.86337
0.024196781,0.1453125,604.06628,94.144859,134.94864,-23.096357,-12.351487,-55.808876
0.024196781,0.19646715,604.12329,94.255424,135.02376,22.019939,16.451614,-73.225929
0.023331212,0.097403318,604.0498,94.43055,135.07448,21.135584,14.852928,-69.88208
0.023769438,0.1582108,604.01721,94.516701,135.10667,23.834013,16.884878,-70.236534
